label,avg_packet_size,inter_packet_interval_ms,packets_per_minute,burstiness
smart_switch,32.1,2558.09,23.45,0.403
smart_switch,32.94,2214.89,27.09,0.389
smart_switch,30.65,1980.98,30.29,0.615
smart_switch,32.05,1592.39,37.68,0.644
smart_switch,36.99,2272.27,26.41,0.432
smart_switch,37.56,2646.88,22.67,0.486
smart_switch,27.6,1642.94,36.52,0.56
smart_switch,34.98,1438.04,41.72,0.56
smart_switch,36.33,2181.37,27.51,0.631
smart_switch,33.59,1261.6,47.56,0.537
smart_switch,29.49,1521.53,39.43,0.552
smart_switch,37.78,2070.16,28.98,0.637
smart_switch,32.05,2149.76,27.91,0.447
smart_switch,27.38,1534.03,39.11,0.494
smart_switch,32.85,2100.88,28.56,0.475
smart_switch,34.97,2414.5,24.85,0.436
smart_switch,36.17,2354.95,25.48,0.507
smart_switch,26.3,1161.59,51.65,0.551
smart_switch,28.4,2250.33,26.66,0.398
smart_switch,29.44,1351.01,44.41,0.602
smart_switch,34.29,1431.25,41.92,0.576
smart_switch,26.39,2365.25,25.37,0.381
smart_switch,36.42,2231.09,26.89,0.609
smart_switch,34.91,1910.29,31.41,0.421
smart_switch,35.41,2337.88,25.66,0.436
smart_switch,33.97,2567.67,23.37,0.466
smart_switch,37.48,2656.48,22.59,0.444
smart_switch,32.63,923.34,64.98,0.425
smart_switch,33.45,2305.66,26.02,0.611
smart_switch,35.96,2540.68,23.62,0.561
smart_switch,33.77,2259.19,26.56,0.514
smart_switch,33.24,2297.06,26.12,0.639
smart_switch,29.53,1219.37,49.21,0.555
smart_switch,28.24,1212.83,49.47,0.504
smart_switch,30.53,1671.31,35.9,0.517
smart_switch,27.56,1951.17,30.75,0.427
smart_switch,29.97,2177.44,27.56,0.396
smart_switch,27.84,1480.73,40.52,0.365
smart_switch,37.19,2008.1,29.88,0.549
smart_switch,31.89,1930.82,31.07,0.457
smart_switch,35.41,1472.15,40.76,0.416
smart_switch,28.21,1022.72,58.67,0.502
smart_switch,30.99,1866.66,32.14,0.378
smart_switch,28.65,1284.04,46.73,0.45
smart_switch,30.33,1293.2,46.4,0.576
smart_switch,32.37,2693.94,22.27,0.597
smart_switch,37.77,915.85,65.51,0.551
smart_switch,31.35,2528.09,23.73,0.534
smart_switch,33.45,2626.01,22.85,0.555
smart_switch,29.85,2548.68,23.54,0.633
smart_switch,30.63,1872.43,32.04,0.435
smart_switch,36.94,2379.8,25.21,0.462
smart_switch,35.63,1702.0,35.25,0.363
smart_switch,36.78,1246.52,48.13,0.504
smart_switch,37.38,1201.31,49.95,0.637
smart_switch,32.46,913.2,65.7,0.37
smart_switch,34.04,2292.45,26.17,0.609
smart_switch,31.09,1087.07,55.19,0.511
smart_switch,34.43,2657.2,22.58,0.583
smart_switch,33.76,2591.55,23.15,0.574
smart_switch,27.85,1726.61,34.75,0.45
smart_switch,27.05,997.68,60.14,0.588
smart_switch,32.7,1934.93,31.01,0.418
smart_switch,29.1,1598.46,37.54,0.539
smart_switch,31.2,930.4,64.49,0.552
smart_switch,32.42,2054.56,29.2,0.536
smart_switch,35.07,1954.09,30.7,0.56
smart_switch,26.87,2570.49,23.34,0.382
smart_switch,35.44,1442.43,41.6,0.376
smart_switch,35.18,1687.82,35.55,0.469
smart_switch,33.93,1753.18,34.22,0.51
smart_switch,27.64,1603.79,37.41,0.589
smart_switch,32.55,2628.24,22.83,0.393
smart_switch,34.13,2545.5,23.57,0.589
smart_switch,34.75,1571.63,38.18,0.635
smart_switch,32.64,1899.13,31.59,0.387
smart_switch,26.06,1973.98,30.4,0.511
smart_switch,37.36,1448.44,41.42,0.574
smart_switch,36.84,1518.93,39.5,0.474
smart_switch,33.75,1822.59,32.92,0.398
smart_switch,28.65,2402.55,24.97,0.408
smart_switch,28.18,2339.39,25.65,0.606
smart_switch,36.22,2578.27,23.27,0.648
smart_switch,31.54,1889.4,31.76,0.437
smart_switch,26.81,1076.76,55.72,0.568
smart_switch,31.85,1495.53,40.12,0.388
smart_switch,33.87,1080.08,55.55,0.536
smart_switch,36.8,1472.01,40.76,0.485
smart_switch,33.4,1450.22,41.37,0.525
smart_switch,32.79,1556.09,38.56,0.445
smart_switch,31.14,908.7,66.03,0.424
smart_switch,28.66,2231.67,26.89,0.481
smart_switch,36.08,1141.75,52.55,0.57
smart_switch,36.53,1733.13,34.62,0.458
smart_switch,29.67,1893.01,31.7,0.403
smart_switch,33.28,2415.23,24.84,0.608
smart_switch,27.68,1869.51,32.09,0.429
smart_switch,36.64,1037.63,57.82,0.373
smart_switch,26.22,1812.92,33.1,0.359
smart_switch,32.98,1629.24,36.83,0.527
smart_switch,36.88,1892.87,31.7,0.513
smart_switch,37.98,1749.79,34.29,0.583
smart_switch,30.39,1301.95,46.08,0.582
smart_switch,34.8,1423.8,42.14,0.489
smart_switch,32.12,1614.21,37.17,0.501
smart_switch,33.95,2426.37,24.73,0.592
smart_switch,33.37,1198.52,50.06,0.504
smart_switch,31.35,1222.46,49.08,0.635
smart_switch,33.91,2641.92,22.71,0.571
smart_switch,31.8,1545.83,38.81,0.416
smart_switch,31.85,1013.15,59.22,0.461
smart_switch,26.51,1272.19,47.16,0.622
smart_switch,30.34,1745.41,34.38,0.486
smart_switch,26.56,2665.06,22.51,0.447
smart_switch,34.44,1838.47,32.64,0.599
smart_switch,36.02,1373.97,43.67,0.513
smart_switch,28.09,2076.62,28.89,0.46
smart_switch,33.84,2403.84,24.96,0.505
smart_switch,30.52,2533.04,23.69,0.505
smart_switch,30.23,2461.89,24.37,0.496
smart_switch,31.79,1987.58,30.19,0.501
smart_switch,27.67,1198.09,50.08,0.373
smart_switch,33.72,1280.73,46.85,0.406
smart_switch,30.35,2191.14,27.38,0.385
smart_switch,28.76,2360.11,25.42,0.566
smart_switch,31.78,1761.87,34.05,0.413
smart_switch,27.93,2400.06,25.0,0.357
smart_switch,26.52,1932.28,31.05,0.398
smart_switch,33.55,970.54,61.82,0.522
smart_switch,26.67,1364.87,43.96,0.404
smart_switch,37.5,1978.84,30.32,0.519
smart_switch,26.22,2195.19,27.33,0.549
smart_switch,29.4,1054.35,56.91,0.485
smart_switch,37.91,2461.14,24.38,0.401
smart_switch,35.96,1981.51,30.28,0.588
smart_switch,35.85,1227.39,48.88,0.548
smart_switch,29.17,2203.54,27.23,0.453
smart_switch,31.44,1963.07,30.56,0.419
smart_switch,30.63,1095.43,54.77,0.411
smart_switch,36.32,1807.85,33.19,0.476
smart_switch,27.79,1073.34,55.9,0.493
smart_switch,33.38,970.27,61.84,0.585
smart_switch,32.04,1111.53,53.98,0.495
smart_switch,27.56,1986.25,30.21,0.598
smart_switch,36.76,2294.77,26.15,0.545
smart_switch,32.26,1566.68,38.3,0.363
smart_switch,32.36,1313.08,45.69,0.591
smart_switch,35.47,1586.23,37.83,0.527
smart_switch,34.9,2270.77,26.42,0.559
smart_switch,27.17,1140.99,52.59,0.493
smart_switch,28.79,2446.3,24.53,0.435
smart_switch,36.52,1635.56,36.68,0.407
smart_switch,34.51,2320.96,25.85,0.523
smart_switch,27.41,912.95,65.72,0.546
smart_switch,34.25,1468.62,40.85,0.459
smart_switch,27.86,2072.84,28.95,0.426
smart_switch,36.26,1662.41,36.09,0.46
smart_switch,29.31,2125.09,28.23,0.576
smart_switch,30.96,2310.82,25.96,0.495
smart_switch,30.44,1898.84,31.6,0.426
smart_switch,29.68,1519.84,39.48,0.562
smart_switch,34.83,2439.0,24.6,0.548
smart_switch,34.97,1703.87,35.21,0.56
smart_switch,27.94,1286.02,46.66,0.47
smart_switch,30.06,1891.04,31.73,0.559
smart_switch,34.48,1189.33,50.45,0.639
smart_switch,26.06,1063.96,56.39,0.394
smart_switch,37.11,1683.68,35.64,0.369
smart_switch,28.66,1044.07,57.47,0.361
smart_switch,30.61,2672.01,22.46,0.534
smart_switch,32.25,2180.89,27.51,0.529
smart_switch,37.35,2376.41,25.25,0.542
smart_switch,31.27,1263.07,47.5,0.547
smart_switch,35.65,1414.81,42.41,0.36
smart_switch,33.19,1828.46,32.81,0.42
smart_switch,28.03,964.91,62.18,0.422
smart_switch,26.0,1183.4,50.7,0.649
smart_switch,35.36,1535.63,39.07,0.469
smart_switch,33.03,1831.94,32.75,0.571
smart_switch,26.82,1062.3,56.48,0.435
smart_switch,35.96,2547.02,23.56,0.454
smart_switch,37.56,1397.71,42.93,0.532
smart_switch,28.33,2573.48,23.31,0.522
smart_switch,29.13,1632.84,36.75,0.382
smart_switch,26.87,1429.65,41.97,0.634
smart_switch,35.64,2622.08,22.88,0.613
smart_switch,35.76,1934.81,31.01,0.558
smart_switch,37.59,1913.7,31.35,0.581
smart_switch,35.09,2630.23,22.81,0.488
smart_switch,31.53,1956.29,30.67,0.358
smart_switch,27.4,1021.6,58.73,0.54
smart_switch,37.93,2118.44,28.32,0.419
smart_switch,29.79,2619.8,22.9,0.505
smart_switch,26.12,2397.92,25.02,0.424
smart_switch,27.12,2112.66,28.4,0.596
smart_switch,26.91,2576.51,23.29,0.493
smart_switch,30.24,2509.77,23.91,0.431
smart_switch,37.37,2129.59,28.17,0.623
smart_switch,31.99,1259.4,47.64,0.571
smart_switch,36.47,1272.2,47.16,0.411
smart_switch,29.0,2013.47,29.8,0.397
smart_switch,27.28,2556.34,23.47,0.553
smart_switch,33.96,2004.89,29.93,0.579
smart_switch,32.5,976.07,61.47,0.495
smart_switch,33.45,1786.21,33.59,0.646
smart_switch,36.76,2463.78,24.35,0.497
smart_switch,37.81,2548.81,23.54,0.434
smart_switch,28.67,1938.0,30.96,0.366
smart_switch,35.59,1760.98,34.07,0.512
smart_switch,32.03,1608.69,37.3,0.556
smart_switch,28.1,2657.71,22.58,0.559
smart_switch,31.52,2140.58,28.03,0.354
smart_switch,28.53,1945.81,30.84,0.448
smart_switch,33.35,1367.46,43.88,0.515
smart_switch,28.85,1748.42,34.32,0.534
smart_switch,30.39,1797.79,33.37,0.413
smart_switch,34.41,1570.16,38.21,0.606
smart_switch,29.36,1223.8,49.03,0.389
smart_switch,32.91,1311.42,45.75,0.38
smart_switch,29.24,1324.45,45.3,0.48
smart_switch,30.57,1162.52,51.61,0.638
smart_switch,27.79,2350.2,25.53,0.403
smart_switch,32.0,2692.01,22.29,0.605
smart_switch,32.2,2197.01,27.31,0.586
smart_switch,29.6,1911.85,31.38,0.52
smart_switch,30.78,2142.98,28.0,0.368
smart_switch,35.77,1757.77,34.13,0.539
smart_switch,31.4,1502.38,39.94,0.458
smart_switch,32.72,2577.32,23.28,0.427
smart_switch,26.24,1118.23,53.66,0.61
smart_switch,37.56,1258.12,47.69,0.523
smart_switch,33.79,1214.17,49.42,0.584
smart_switch,30.26,2111.75,28.41,0.496
smart_switch,34.84,2501.34,23.99,0.464
smart_switch,29.44,2037.08,29.45,0.393
smart_switch,28.01,2353.89,25.49,0.451
smart_switch,33.58,1928.95,31.11,0.605
smart_switch,26.86,1191.6,50.35,0.418
smart_switch,29.8,1424.44,42.12,0.43
smart_switch,33.74,1388.25,43.22,0.483
smart_switch,36.35,1553.7,38.62,0.526
smart_switch,37.59,1645.18,36.47,0.405
smart_switch,26.28,2209.99,27.15,0.549
smart_switch,37.29,2161.25,27.76,0.374
smart_switch,28.0,1085.42,55.28,0.369
smart_switch,36.54,1887.18,31.79,0.358
smart_switch,30.76,2276.99,26.35,0.375
smart_switch,29.15,1179.49,50.87,0.546
smart_switch,36.63,1456.87,41.18,0.424
smart_switch,29.41,2027.67,29.59,0.389
smart_switch,36.06,951.43,63.06,0.549
smart_switch,36.32,1485.36,40.39,0.493
smart_switch,37.7,1873.05,32.03,0.432
smart_switch,31.34,2645.18,22.68,0.559
smart_switch,28.12,1975.65,30.37,0.539
smart_switch,33.63,1915.17,31.33,0.507
smart_switch,33.67,1457.39,41.17,0.454
smart_switch,32.48,2348.47,25.55,0.483
smart_switch,30.39,1367.65,43.87,0.441
smart_switch,26.0,2367.68,25.34,0.604
smart_switch,30.13,1744.56,34.39,0.352
smart_switch,37.07,2604.52,23.04,0.493
smart_switch,26.11,1674.78,35.83,0.438
smart_switch,28.77,912.99,65.72,0.462
smart_switch,30.94,1909.0,31.43,0.468
smart_switch,27.96,2226.81,26.94,0.467
smart_switch,30.54,1373.36,43.69,0.477
smart_switch,28.87,2276.17,26.36,0.623
smart_switch,35.69,2132.35,28.14,0.435
smart_switch,34.92,2355.86,25.47,0.474
smart_switch,36.24,1228.33,48.85,0.437
smart_switch,33.64,2011.91,29.82,0.432
smart_switch,33.47,1238.02,48.46,0.356
smart_switch,26.6,1862.95,32.21,0.406
smart_switch,27.23,1384.55,43.34,0.565
smart_switch,34.73,1319.06,45.49,0.395
smart_switch,31.92,1515.44,39.59,0.443
smart_switch,35.59,2696.33,22.25,0.489
smart_switch,35.5,1494.45,40.15,0.603
smart_switch,37.42,1000.87,59.95,0.583
smart_switch,26.86,1746.26,34.36,0.408
smart_switch,36.1,2371.05,25.31,0.598
smart_switch,27.46,2282.66,26.29,0.425
smart_switch,35.25,1697.33,35.35,0.571
smart_switch,26.4,1729.5,34.69,0.581
smart_switch,32.25,2667.81,22.49,0.492
smart_switch,34.18,1461.8,41.05,0.447
smart_switch,33.55,975.93,61.48,0.631
smart_switch,32.25,1355.96,44.25,0.542
smart_switch,28.38,2497.54,24.02,0.609
smart_switch,28.61,1103.27,54.38,0.54
smart_switch,29.89,1201.25,49.95,0.433
smart_switch,27.44,2320.46,25.86,0.353
smart_switch,26.5,2310.26,25.97,0.493
smart_switch,33.15,1568.52,38.25,0.377
smart_switch,27.89,1064.52,56.36,0.536
smart_switch,37.17,2694.55,22.27,0.538
smart_switch,26.72,2060.23,29.12,0.56
smart_switch,35.5,1126.49,53.26,0.42
smart_switch,37.78,2319.41,25.87,0.577
smart_switch,35.67,1689.69,35.51,0.408
smart_switch,34.27,1544.7,38.84,0.39
smart_switch,36.78,1773.54,33.83,0.481
smart_switch,29.54,2154.67,27.85,0.407
smart_switch,28.24,1525.8,39.32,0.57
smart_switch,29.3,2396.43,25.04,0.624
smart_switch,32.65,1023.98,58.6,0.397
smart_switch,29.55,1374.03,43.67,0.46
smart_switch,26.01,2048.45,29.29,0.464
